part_number,product_url
POG 9 + ESL 93,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog9-pog9/pog-9-esl-93/p/29337
POG 9 + FSL,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog9-pog9/pog-9-fsl/p/29339
POG 9 G,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog9-pog9/pog-9-g/p/29341
POG 90,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/solid-shaft-with-euro-flange-b10/pog-90/p/29175
HOG 10 + DSL,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog10-pog10/hog-10-dsl/p/29282
HOG 10 + ESL 90,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog10-pog10/hog-10-esl-90/p/29285
HOG 10 + ESL 93,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog10-pog10/hog-10-esl-93/p/29286
HOG 10 + FSL,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog10-pog10/hog-10-fsl/p/29288
HOG 10 G,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/complete-portfolio-of-hollow-shaft-designs-/hog-10-g/p/29290
HOG 100,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/complete-portfolio-of-hollow-shaft-designs-/hog-100/p/29101
HOGS 100,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/complete-portfolio-of-hollow-shaft-designs-/hogs-100/p/29180
POG 10,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/solid-shaft-with-euro-flange-b10/pog-10/p/29165
POG 10 + DSL,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog10-pog10/pog-10-dsl/p/29315
POG 10 + ESL 90,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog10-pog10/pog-10-esl-90/p/29318
POG 10 + ESL 93,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog10-pog10/pog-10-esl-93/p/29319
POG 10 + FSL,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog10-pog10/pog-10-fsl/p/29321
POG 10 G,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/solid-shaft-with-euro-flange-b10/pog-10-g/p/29323
POG 11,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/solid-shaft-with-euro-flange-b10/pog-11/p/29167
HOGS 151,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/sincos/design-168-mm-hollow-shaft-up-to-70-mm/hogs-151/p/29186
OGS 71,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/sincos/design-58-mm-solid-shaft/ogs-71/p/29193
